Winner,NumTricks,NAcesP1,NAcesP2,NShuffles,ArtificiallyEnded
Player 1,100001,1,3,0,True
Player 2,1394,2,2,0,False
Player 1,3308,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 2,1102,3,1,0,False
Player 1,450,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,3768,2,2,0,False
Player 1,1957,2,2,0,False
Player 2,329,0,4,0,False
Player 1,785,2,2,0,False
Player 1,2534,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,856,1,3,0,False
Player 1,392,2,2,0,False
Player 2,5543,2,2,0,False
Player 1,720,3,1,0,False
Player 1,1701,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,1520,1,3,0,False
Player 1,318,2,2,0,False
Player 1,596,2,2,0,False
Player 1,100001,0,4,0,True
Player 1,100001,3,1,0,True
Player 2,1757,2,2,0,False
Player 2,1462,2,2,0,False
Player 1,811,2,2,0,False
Player 1,100001,4,0,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,2599,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,2878,3,1,0,False
Player 1,100001,1,3,0,True
Player 2,1928,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,5496,2,2,0,False
Player 2,624,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,3116,0,4,0,False
Player 2,4194,2,2,0,False
Player 1,100001,0,4,0,True
Player 1,748,3,1,0,False
Player 2,1244,1,3,0,False
Player 1,1213,2,2,0,False
Player 2,1538,4,0,0,False
Player 1,100001,0,4,0,True
Player 1,1006,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,48,4,0,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,988,1,3,0,False
Player 2,856,2,2,0,False
Player 1,607,2,2,0,False
Player 2,534,0,4,0,False
Player 1,1171,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,0,4,0,True
Player 2,1357,1,3,0,False
Player 1,100001,0,4,0,True
Player 1,1828,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,286,3,1,0,False
Player 2,552,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,779,1,3,0,False
Player 2,536,0,4,0,False
Player 2,1154,1,3,0,False
Player 1,520,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,3512,1,3,0,False
Player 1,728,2,2,0,False
Player 1,1524,2,2,0,False
Player 2,2136,2,2,0,False
Player 1,386,3,1,0,False
Player 1,1236,3,1,0,False
Player 2,2991,2,2,0,False
Player 1,906,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,1994,2,2,0,False
Player 1,4021,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,0,4,0,True
Player 2,1194,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,975,2,2,0,False
Player 1,232,2,2,0,False
Player 1,1452,2,2,0,False
Player 1,816,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,636,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,740,2,2,0,False
Player 2,2157,3,1,0,False
Player 1,100001,0,4,0,True
Player 1,3918,3,1,0,False
Player 2,1410,0,4,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,1372,2,2,0,False
Player 1,3194,4,0,0,False
Player 1,100001,4,0,0,True
Player 2,2830,1,3,0,False
Player 2,928,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,5558,2,2,0,False
Player 1,3273,3,1,0,False
Player 2,428,1,3,0,False
Player 1,100001,1,3,0,True
Player 2,4482,2,2,0,False
Player 1,723,4,0,0,False
Player 1,100001,4,0,0,True
Player 1,100001,2,2,0,True
Player 2,7558,1,3,0,False
Player 2,526,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,184,2,2,0,False
Player 1,440,2,2,0,False
Player 1,4675,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 2,1280,1,3,0,False
Player 2,1112,2,2,0,False
Player 2,4397,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,622,1,3,0,False
Player 2,1038,1,3,0,False
Player 1,2201,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,353,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,742,3,1,0,False
Player 2,209,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,1251,1,3,0,False
Player 2,1278,0,4,0,False
Player 2,104,0,4,0,False
Player 1,5712,2,2,0,False
Player 1,116,3,1,0,False
Player 1,2883,0,4,0,False
Player 1,100001,1,3,0,True
Player 1,973,2,2,0,False
Player 1,762,3,1,0,False
Player 1,336,3,1,0,False
Player 1,279,3,1,0,False
Player 2,646,1,3,0,False
Player 1,100001,3,1,0,True
Player 2,2133,1,3,0,False
Player 2,3796,3,1,0,False
Player 1,2442,3,1,0,False
Player 2,1262,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,204,2,2,0,False
Player 1,2079,3,1,0,False
Player 1,100001,0,4,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,1193,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,276,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,2923,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,1725,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,0,4,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,543,2,2,0,False
Player 2,1152,3,1,0,False
Player 1,4979,3,1,0,False
Player 2,926,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 2,696,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,666,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,2002,1,3,0,False
Player 1,5422,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,451,3,1,0,False
Player 1,1624,4,0,0,False
Player 1,969,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 2,1026,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,0,4,0,True
Player 1,1563,2,2,0,False
Player 1,121,3,1,0,False
Player 1,100001,1,3,0,True
Player 2,984,0,4,0,False
Player 2,4557,3,1,0,False
Player 2,3016,2,2,0,False
Player 2,4482,2,2,0,False
Player 1,1886,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,305,2,2,0,False
Player 1,720,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,2988,3,1,0,False
Player 2,4855,2,2,0,False
Player 1,3317,2,2,0,False
Player 1,2604,3,1,0,False
Player 1,234,3,1,0,False
Player 2,1112,3,1,0,False
Player 1,1117,1,3,0,False
Player 2,698,0,4,0,False
Player 2,442,3,1,0,False
Player 2,1790,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,3111,4,0,0,False
Player 1,2026,3,1,0,False
Player 1,1585,2,2,0,False
Player 2,1538,2,2,0,False
Player 1,520,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,3234,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,627,2,2,0,False
Player 1,3453,3,1,0,False
Player 1,3359,1,3,0,False
Player 1,100001,4,0,0,True
Player 1,999,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,4,0,0,True
Player 1,396,2,2,0,False
Player 1,1104,2,2,0,False
Player 1,2069,3,1,0,False
Player 1,100001,0,4,0,True
Player 1,100001,2,2,0,True
Player 1,622,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,1904,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,2543,2,2,0,False
Player 1,1776,4,0,0,False
Player 1,684,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,1152,2,2,0,False
Player 1,140,4,0,0,False
Player 2,1522,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,4,0,0,True
Player 1,100,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 2,3692,2,2,0,False
Player 1,769,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,1660,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 2,852,2,2,0,False
Player 2,4896,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 2,1947,2,2,0,False
Player 1,1055,3,1,0,False
Player 2,3112,4,0,0,False
Player 1,100001,2,2,0,True
Player 2,2313,2,2,0,False
Player 2,92,2,2,0,False
Player 1,2283,3,1,0,False
Player 2,693,1,3,0,False
Player 1,100001,1,3,0,True
Player 2,852,1,3,0,False
Player 2,126,1,3,0,False
Player 2,1170,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,1423,2,2,0,False
Player 1,1631,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,875,2,2,0,False
Player 1,203,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,1428,1,3,0,False
Player 2,2885,3,1,0,False
Player 2,1560,2,2,0,False
Player 1,770,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,3144,1,3,0,False
Player 1,1103,1,3,0,False
Player 1,3725,2,2,0,False
Player 1,4038,2,2,0,False
Player 1,100001,3,1,0,True
Player 2,268,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,2405,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,0,4,0,True
Player 1,100001,3,1,0,True
Player 1,980,4,0,0,False
Player 1,100001,1,3,0,True
Player 2,722,3,1,0,False
Player 1,2193,1,3,0,False
Player 2,457,1,3,0,False
Player 2,1095,3,1,0,False
Player 1,1519,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,1928,2,2,0,False
Player 1,6609,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,967,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,1613,2,2,0,False
Player 2,1818,2,2,0,False
Player 1,1343,3,1,0,False
Player 1,1802,1,3,0,False
Player 1,648,2,2,0,False
Player 1,666,1,3,0,False
Player 1,1181,2,2,0,False
Player 2,1886,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,802,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,700,2,2,0,False
Player 2,344,2,2,0,False
Player 1,1056,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,4,0,0,True
Player 1,464,3,1,0,False
Player 1,100001,1,3,0,True
Player 2,1365,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 2,1232,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,1817,1,3,0,False
Player 2,1761,2,2,0,False
Player 2,1410,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,353,1,3,0,False
Player 2,887,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 2,1751,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 2,1748,1,3,0,False
Player 1,100001,4,0,0,True
Player 1,100001,3,1,0,True
Player 1,289,4,0,0,False
Player 2,654,1,3,0,False
Player 1,1672,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 2,2098,2,2,0,False
Player 2,46,2,2,0,False
Player 1,1659,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,2771,0,4,0,False
Player 1,100001,1,3,0,True
Player 1,730,2,2,0,False
Player 2,1130,3,1,0,False
Player 1,1630,3,1,0,False
Player 2,942,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,179,4,0,0,False
Player 2,2207,2,2,0,False
Player 1,718,0,4,0,False
Player 1,845,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,3219,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,1125,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,1516,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 2,5326,1,3,0,False
Player 2,412,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,654,3,1,0,False
Player 1,3327,2,2,0,False
Player 1,919,3,1,0,False
Player 1,98,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,2819,3,1,0,False
Player 1,2102,2,2,0,False
Player 1,769,2,2,0,False
Player 1,1082,4,0,0,False
Player 2,1058,2,2,0,False
Player 2,968,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,436,4,0,0,False
Player 2,1122,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,529,4,0,0,False
Player 1,2732,3,1,0,False
Player 2,754,0,4,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,844,2,2,0,False
Player 1,1096,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,1996,2,2,0,False
Player 2,614,1,3,0,False
Player 1,3487,2,2,0,False
Player 1,68,3,1,0,False
Player 2,1426,1,3,0,False
Player 2,535,0,4,0,False
Player 2,1827,3,1,0,False
Player 2,1919,2,2,0,False
Player 1,100001,0,4,0,True
Player 1,1486,2,2,0,False
Player 1,2126,1,3,0,False
Player 1,1065,1,3,0,False
Player 1,100001,1,3,0,True
Player 2,4086,2,2,0,False
Player 2,190,3,1,0,False
Player 1,1128,1,3,0,False
Player 1,1116,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,5000,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,1399,1,3,0,False
Player 2,782,0,4,0,False
Player 1,100001,3,1,0,True
Player 1,4664,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 2,776,0,4,0,False
Player 1,100001,1,3,0,True
Player 2,5090,0,4,0,False
Player 1,462,4,0,0,False
Player 2,1788,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,1381,2,2,0,False
Player 1,1518,0,4,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 2,1242,1,3,0,False
Player 1,714,3,1,0,False
Player 1,1462,3,1,0,False
Player 1,100001,4,0,0,True
Player 1,100001,1,3,0,True
Player 2,2482,3,1,0,False
Player 1,3818,2,2,0,False
Player 2,3238,2,2,0,False
Player 1,1932,2,2,0,False
Player 2,481,2,2,0,False
Player 2,756,0,4,0,False
Player 2,2961,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,1365,2,2,0,False
Player 1,382,0,4,0,False
Player 2,2464,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,1868,1,3,0,False
Player 1,100001,3,1,0,True
Player 2,278,1,3,0,False
Player 1,781,2,2,0,False
Player 1,100001,4,0,0,True
Player 1,100001,2,2,0,True
Player 1,1499,2,2,0,False
Player 1,790,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,4,0,0,True
Player 2,1537,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,1051,3,1,0,False
Player 2,1381,2,2,0,False
Player 2,3488,1,3,0,False
Player 1,100001,3,1,0,True
Player 2,1516,0,4,0,False
Player 1,5236,2,2,0,False
Player 1,280,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,2028,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,3640,1,3,0,False
Player 1,204,3,1,0,False
Player 1,577,4,0,0,False
Player 1,130,2,2,0,False
Player 2,284,3,1,0,False
Player 1,562,2,2,0,False
Player 1,100001,4,0,0,True
Player 1,100001,0,4,0,True
Player 1,100001,3,1,0,True
Player 1,760,4,0,0,False
Player 1,100001,0,4,0,True
Player 1,1579,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,839,3,1,0,False
Player 1,923,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,303,4,0,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,1873,4,0,0,False
Player 1,685,2,2,0,False
Player 2,760,2,2,0,False
Player 2,456,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,3354,1,3,0,False
Player 1,1610,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,957,1,3,0,False
Player 2,2110,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,89,3,1,0,False
Player 2,4000,3,1,0,False
Player 1,886,2,2,0,False
Player 1,1680,3,1,0,False
Player 1,3098,4,0,0,False
Player 1,2310,2,2,0,False
Player 2,442,0,4,0,False
Player 1,888,3,1,0,False
Player 2,7419,1,3,0,False
Player 1,932,1,3,0,False
Player 2,1432,3,1,0,False
Player 1,3902,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,4825,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,1353,3,1,0,False
Player 1,100001,0,4,0,True
Player 1,378,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,316,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,634,0,4,0,False
Player 1,394,2,2,0,False
Player 1,100001,0,4,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 2,320,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,2178,2,2,0,False
Player 2,4158,2,2,0,False
Player 1,100001,0,4,0,True
Player 1,1136,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,2692,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,916,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,100001,0,4,0,True
Player 2,1001,4,0,0,False
Player 1,783,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,142,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 2,1064,4,0,0,False
Player 1,1274,2,2,0,False
Player 2,2476,2,2,0,False
Player 1,118,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,2960,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,701,1,3,0,False
Player 1,579,1,3,0,False
Player 1,100001,0,4,0,True
Player 2,4099,2,2,0,False
Player 1,1922,4,0,0,False
Player 1,100001,2,2,0,True
Player 2,1341,2,2,0,False
Player 1,1736,2,2,0,False
Player 2,5969,2,2,0,False
Player 2,1608,1,3,0,False
Player 2,2372,2,2,0,False
Player 2,952,2,2,0,False
Player 1,602,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,1387,3,1,0,False
Player 1,2722,2,2,0,False
Player 2,380,1,3,0,False
Player 1,100001,4,0,0,True
Player 2,1362,1,3,0,False
Player 1,100001,0,4,0,True
Player 2,2456,1,3,0,False
Player 1,100001,4,0,0,True
Player 1,467,1,3,0,False
Player 2,2020,3,1,0,False
Player 1,62,3,1,0,False
Player 2,2881,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,167,1,3,0,False
Player 2,817,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,1563,3,1,0,False
Player 1,1126,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,599,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,2388,2,2,0,False
Player 2,4572,3,1,0,False
Player 1,2748,1,3,0,False
Player 2,505,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,1675,2,2,0,False
Player 2,1230,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,3655,1,3,0,False
Player 1,3754,1,3,0,False
Player 2,3751,1,3,0,False
Player 1,970,3,1,0,False
Player 1,3362,1,3,0,False
Player 2,1490,1,3,0,False
Player 2,1492,3,1,0,False
Player 1,100001,4,0,0,True
Player 1,915,2,2,0,False
Player 2,1323,1,3,0,False
Player 1,8635,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,750,2,2,0,False
Player 2,1576,2,2,0,False
Player 1,100001,3,1,0,True
Player 2,48,0,4,0,False
Player 2,1610,3,1,0,False
Player 1,2511,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 2,2994,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,143,2,2,0,False
Player 1,1439,1,3,0,False
Player 1,230,2,2,0,False
Player 2,2528,3,1,0,False
Player 1,3475,2,2,0,False
Player 2,234,0,4,0,False
Player 2,235,2,2,0,False
Player 2,2084,2,2,0,False
Player 2,2910,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,554,3,1,0,False
Player 1,100001,0,4,0,True
Player 1,1261,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,3250,3,1,0,False
Player 2,1892,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,2528,1,3,0,False
Player 1,1162,2,2,0,False
Player 1,571,2,2,0,False
Player 2,966,2,2,0,False
Player 2,1756,2,2,0,False
Player 1,1417,2,2,0,False
Player 1,349,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,1416,2,2,0,False
Player 2,1484,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,1814,1,3,0,False
Player 2,304,2,2,0,False
Player 2,1242,1,3,0,False
Player 1,683,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,2744,3,1,0,False
Player 2,2267,2,2,0,False
Player 1,4846,2,2,0,False
Player 2,866,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,2073,4,0,0,False
Player 2,1070,3,1,0,False
Player 2,1488,1,3,0,False
Player 1,2126,2,2,0,False
Player 1,100001,0,4,0,True
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 2,486,2,2,0,False
Player 1,391,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 2,141,2,2,0,False
Player 2,2955,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,1927,2,2,0,False
Player 1,284,2,2,0,False
Player 1,1996,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,1824,3,1,0,False
Player 1,3670,2,2,0,False
Player 1,3424,4,0,0,False
Player 1,100001,3,1,0,True
Player 2,5326,0,4,0,False
Player 1,100001,3,1,0,True
Player 1,2252,2,2,0,False
Player 2,1006,2,2,0,False
Player 1,100001,0,4,0,True
Player 1,628,2,2,0,False
Player 1,4052,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,112,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 2,488,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 2,5800,2,2,0,False
Player 2,128,2,2,0,False
Player 1,100001,3,1,0,True
Player 2,3784,4,0,0,False
Player 1,100001,3,1,0,True
Player 1,254,3,1,0,False
Player 2,144,3,1,0,False
Player 1,100001,0,4,0,True
Player 1,2294,2,2,0,False
Player 1,1216,3,1,0,False
Player 1,1139,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,860,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,308,1,3,0,False
Player 1,1078,2,2,0,False
Player 1,644,2,2,0,False
Player 2,2391,2,2,0,False
Player 2,5716,2,2,0,False
Player 1,100001,0,4,0,True
Player 1,4314,2,2,0,False
Player 1,420,3,1,0,False
Player 2,550,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,2153,1,3,0,False
Player 1,1592,1,3,0,False
Player 1,3600,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,642,1,3,0,False
Player 2,792,0,4,0,False
Player 1,1718,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,1056,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,2049,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,893,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,807,1,3,0,False
Player 1,1961,1,3,0,False
Player 1,100001,1,3,0,True
Player 2,1622,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,640,2,2,0,False
Player 2,5800,2,2,0,False
Player 1,150,3,1,0,False
Player 2,1206,1,3,0,False
Player 1,2541,2,2,0,False
Player 1,2822,0,4,0,False
Player 1,100001,2,2,0,True
Player 1,767,3,1,0,False
Player 2,598,1,3,0,False
Player 1,95,4,0,0,False
Player 1,2559,2,2,0,False
Player 1,1917,2,2,0,False
Player 1,1271,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,664,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,674,2,2,0,False
Player 1,217,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,246,2,2,0,False
Player 1,1902,3,1,0,False
Player 1,1673,2,2,0,False
Player 1,2511,2,2,0,False
Player 2,655,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,265,1,3,0,False
Player 1,359,3,1,0,False
Player 1,1582,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,2108,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,1740,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,1459,3,1,0,False
Player 2,174,2,2,0,False
Player 1,5406,2,2,0,False
Player 2,4450,3,1,0,False
Player 1,457,2,2,0,False
Player 2,3024,3,1,0,False
Player 1,5382,3,1,0,False
Player 1,1268,4,0,0,False
Player 2,418,1,3,0,False
Player 1,4304,2,2,0,False
Player 1,2905,3,1,0,False
Player 1,1548,1,3,0,False
Player 1,100001,4,0,0,True
Player 1,100001,2,2,0,True
Player 1,559,0,4,0,False
Player 1,100001,2,2,0,True
Player 2,1728,3,1,0,False
Player 2,732,2,2,0,False
Player 2,538,4,0,0,False
Player 1,1724,2,2,0,False
Player 1,5355,3,1,0,False
Player 1,120,3,1,0,False
Player 2,420,2,2,0,False
Player 2,177,4,0,0,False
Player 1,100001,1,3,0,True
Player 2,258,2,2,0,False
Player 2,3667,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,1610,0,4,0,False
Player 2,1484,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,1879,2,2,0,False
Player 1,1248,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,862,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,1374,3,1,0,False
Player 2,2054,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,2044,3,1,0,False
Player 1,894,1,3,0,False
Player 1,2400,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,484,2,2,0,False
Player 2,1724,3,1,0,False
