Winner,NumTricks,NAcesP1,NAcesP2,NShuffles,ArtificiallyEnded
Player 1,543,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,2144,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,2331,3,1,0,False
Player 1,100001,0,4,0,True
Player 1,100001,1,3,0,True
Player 1,1076,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,4,0,0,True
Player 1,100001,1,3,0,True
Player 2,646,1,3,0,False
Player 2,982,1,3,0,False
Player 1,1133,4,0,0,False
Player 2,273,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,6570,2,2,0,False
Player 1,338,2,2,0,False
Player 2,900,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,414,0,4,0,False
Player 1,100001,1,3,0,True
Player 2,94,1,3,0,False
Player 1,988,4,0,0,False
Player 1,134,3,1,0,False
Player 1,298,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,2082,0,4,0,False
Player 2,752,1,3,0,False
Player 1,100001,3,1,0,True
Player 2,911,2,2,0,False
Player 2,1228,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,430,1,3,0,False
Player 2,1084,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,2632,2,2,0,False
Player 1,2381,1,3,0,False
Player 2,403,2,2,0,False
Player 2,1817,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,1379,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,1366,2,2,0,False
Player 1,100001,3,1,0,True
Player 2,1654,3,1,0,False
Player 2,1679,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 2,256,2,2,0,False
Player 2,3384,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 2,674,1,3,0,False
Player 1,1708,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,561,2,2,0,False
Player 1,529,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,890,3,1,0,False
Player 2,858,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,2932,2,2,0,False
Player 1,100001,3,1,0,True
Player 2,2936,4,0,0,False
Player 1,1578,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,3531,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,2194,3,1,0,False
Player 1,714,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,462,2,2,0,False
Player 1,322,3,1,0,False
Player 2,1508,1,3,0,False
Player 1,2739,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,1112,3,1,0,False
Player 1,2065,3,1,0,False
Player 2,1336,3,1,0,False
Player 2,682,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,1424,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,0,4,0,True
Player 1,1254,2,2,0,False
Player 2,84,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,4239,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,572,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,412,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,1019,2,2,0,False
Player 1,1062,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,181,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,4445,2,2,0,False
Player 1,2159,3,1,0,False
Player 2,680,1,3,0,False
Player 1,3251,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,699,2,2,0,False
Player 1,4390,2,2,0,False
Player 1,2055,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,2082,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,1058,2,2,0,False
Player 2,1735,2,2,0,False
Player 1,100001,4,0,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,1413,2,2,0,False
Player 1,836,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,479,1,3,0,False
Player 2,138,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 2,980,2,2,0,False
Player 2,2133,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,232,4,0,0,False
Player 1,2042,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,52,4,0,0,False
Player 1,2368,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,964,1,3,0,False
Player 2,894,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,2660,1,3,0,False
Player 1,500,3,1,0,False
Player 1,301,4,0,0,False
Player 1,3087,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,842,2,2,0,False
Player 1,1679,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 2,230,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,467,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,592,1,3,0,False
Player 2,900,1,3,0,False
Player 1,1343,2,2,0,False
Player 1,2338,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,1337,1,3,0,False
Player 2,2138,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 2,186,2,2,0,False
Player 1,158,2,2,0,False
Player 1,3188,1,3,0,False
Player 1,142,4,0,0,False
Player 2,1694,3,1,0,False
Player 2,54,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,2878,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,447,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 2,2230,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,1046,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,2600,3,1,0,False
Player 2,342,1,3,0,False
Player 1,1186,2,2,0,False
Player 2,1887,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,4677,2,2,0,False
Player 2,446,2,2,0,False
Player 1,1779,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,649,3,1,0,False
Player 1,100001,4,0,0,True
Player 2,1126,1,3,0,False
Player 1,1686,2,2,0,False
Player 1,100001,4,0,0,True
Player 2,388,3,1,0,False
Player 2,6156,1,3,0,False
Player 2,892,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,934,2,2,0,False
Player 1,100001,4,0,0,True
Player 1,764,3,1,0,False
Player 1,720,3,1,0,False
Player 1,108,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,2764,2,2,0,False
Player 1,100001,4,0,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,2381,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,3310,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,669,2,2,0,False
Player 1,912,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,286,1,3,0,False
Player 1,1200,1,3,0,False
Player 1,1216,3,1,0,False
Player 1,2061,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,777,2,2,0,False
Player 1,545,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,1453,2,2,0,False
Player 1,1030,3,1,0,False
Player 1,2035,3,1,0,False
Player 2,1456,4,0,0,False
Player 1,100001,1,3,0,True
Player 2,1216,1,3,0,False
Player 2,1020,2,2,0,False
Player 2,3698,2,2,0,False
Player 1,1100,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,1915,0,4,0,False
Player 1,1203,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,467,1,3,0,False
Player 1,525,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,1648,3,1,0,False
Player 2,1382,2,2,0,False
Player 1,4976,0,4,0,False
Player 1,100001,3,1,0,True
Player 1,2990,3,1,0,False
Player 1,100001,4,0,0,True
Player 1,1674,0,4,0,False
Player 1,390,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,4,0,0,True
Player 1,882,3,1,0,False
Player 2,1354,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,371,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,1308,2,2,0,False
Player 1,1120,1,3,0,False
Player 1,100001,3,1,0,True
Player 2,1444,1,3,0,False
Player 2,4307,2,2,0,False
Player 1,1419,1,3,0,False
Player 1,100001,4,0,0,True
Player 1,100001,2,2,0,True
Player 1,5511,1,3,0,False
Player 2,682,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,3329,2,2,0,False
Player 1,100001,0,4,0,True
Player 2,902,3,1,0,False
Player 1,578,0,4,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,563,3,1,0,False
Player 1,1515,4,0,0,False
Player 1,100001,3,1,0,True
Player 2,1786,1,3,0,False
Player 1,100001,4,0,0,True
Player 2,201,3,1,0,False
Player 2,713,0,4,0,False
Player 1,2539,3,1,0,False
Player 2,522,0,4,0,False
Player 1,1026,1,3,0,False
Player 1,3400,3,1,0,False
Player 1,1933,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,100001,0,4,0,True
Player 2,2832,3,1,0,False
Player 1,3874,3,1,0,False
Player 1,1490,3,1,0,False
Player 2,290,1,3,0,False
Player 1,736,3,1,0,False
Player 1,558,2,2,0,False
Player 1,895,3,1,0,False
Player 1,508,2,2,0,False
Player 2,8458,3,1,0,False
Player 2,1682,1,3,0,False
Player 1,3114,1,3,0,False
Player 1,100001,0,4,0,True
Player 1,174,2,2,0,False
Player 1,4876,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,3020,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,471,2,2,0,False
Player 1,1166,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,1624,1,3,0,False
Player 1,949,2,2,0,False
Player 1,2836,2,2,0,False
Player 1,1878,3,1,0,False
Player 1,100001,1,3,0,True
Player 2,2027,1,3,0,False
Player 2,1754,1,3,0,False
Player 1,538,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,874,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,346,3,1,0,False
Player 1,2220,0,4,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 2,815,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,1421,1,3,0,False
Player 1,311,1,3,0,False
Player 1,3184,2,2,0,False
Player 1,1805,3,1,0,False
Player 1,656,2,2,0,False
Player 2,411,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,2548,1,3,0,False
Player 2,640,2,2,0,False
Player 1,494,1,3,0,False
Player 1,1238,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,1560,1,3,0,False
Player 1,100001,3,1,0,True
Player 2,1092,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,1812,3,1,0,False
Player 1,1330,2,2,0,False
Player 1,1194,1,3,0,False
Player 1,2633,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,0,4,0,True
Player 2,3351,2,2,0,False
Player 2,2878,2,2,0,False
Player 2,1223,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,1076,1,3,0,False
Player 1,3318,2,2,0,False
Player 2,2764,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,60,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,386,1,3,0,False
Player 1,171,3,1,0,False
Player 2,1518,1,3,0,False
Player 2,1640,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 2,3106,2,2,0,False
Player 1,548,3,1,0,False
Player 2,4640,2,2,0,False
Player 1,100001,4,0,0,True
Player 1,100001,2,2,0,True
Player 2,844,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,1016,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,2478,2,2,0,False
Player 1,3334,2,2,0,False
Player 1,1692,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,100001,4,0,0,True
Player 1,1852,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,4,0,0,True
Player 2,2506,1,3,0,False
Player 1,2401,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,1331,3,1,0,False
Player 2,552,1,3,0,False
Player 2,1000,1,3,0,False
Player 2,34,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 2,1470,4,0,0,False
Player 1,1755,4,0,0,False
Player 1,682,2,2,0,False
Player 1,2322,2,2,0,False
Player 1,118,4,0,0,False
Player 2,3032,2,2,0,False
Player 2,696,1,3,0,False
Player 2,1702,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,428,2,2,0,False
Player 1,3295,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,4569,2,2,0,False
Player 1,602,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,4494,1,3,0,False
Player 1,202,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,427,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,1664,1,3,0,False
Player 2,1659,2,2,0,False
Player 1,708,3,1,0,False
Player 1,959,2,2,0,False
Player 1,647,3,1,0,False
Player 1,450,2,2,0,False
Player 2,680,1,3,0,False
Player 1,100001,3,1,0,True
Player 2,2872,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,2837,1,3,0,False
Player 1,263,1,3,0,False
Player 1,1507,3,1,0,False
Player 1,1031,1,3,0,False
Player 2,838,2,2,0,False
Player 2,2267,2,2,0,False
Player 1,2570,2,2,0,False
Player 1,100001,4,0,0,True
Player 2,3770,2,2,0,False
Player 2,6218,3,1,0,False
Player 2,318,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,672,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,1116,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,1254,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,4748,0,4,0,False
Player 2,3246,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,3530,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,136,3,1,0,False
Player 2,2542,3,1,0,False
Player 1,1507,1,3,0,False
Player 1,3016,2,2,0,False
Player 2,406,0,4,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 2,540,1,3,0,False
Player 1,1110,3,1,0,False
Player 1,2498,1,3,0,False
Player 1,69,2,2,0,False
Player 1,2390,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,1696,4,0,0,False
Player 2,162,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,144,3,1,0,False
Player 2,2030,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,793,3,1,0,False
Player 2,1106,0,4,0,False
Player 1,6348,4,0,0,False
Player 1,2449,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,1639,2,2,0,False
Player 2,1378,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,445,3,1,0,False
Player 2,3434,1,3,0,False
Player 2,650,1,3,0,False
Player 2,3888,1,3,0,False
Player 1,1264,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,804,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,1815,2,2,0,False
Player 1,456,3,1,0,False
Player 1,3584,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,662,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,401,1,3,0,False
Player 2,897,1,3,0,False
Player 1,100001,4,0,0,True
Player 2,742,2,2,0,False
Player 1,256,3,1,0,False
Player 1,1761,1,3,0,False
Player 1,1244,3,1,0,False
Player 1,2139,2,2,0,False
Player 1,1685,2,2,0,False
Player 1,100001,3,1,0,True
Player 2,1964,2,2,0,False
Player 1,3898,2,2,0,False
Player 1,466,4,0,0,False
Player 1,100001,1,3,0,True
Player 1,160,2,2,0,False
Player 1,144,3,1,0,False
Player 2,1984,2,2,0,False
Player 2,3621,1,3,0,False
Player 1,3295,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,1279,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 2,960,2,2,0,False
Player 2,908,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,540,2,2,0,False
Player 1,2485,3,1,0,False
Player 1,842,2,2,0,False
Player 2,3043,1,3,0,False
Player 1,994,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,4710,2,2,0,False
Player 1,1496,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,689,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 2,1968,0,4,0,False
Player 1,538,3,1,0,False
Player 1,1124,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,68,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,2007,0,4,0,False
Player 1,100001,1,3,0,True
Player 1,1091,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,492,3,1,0,False
Player 2,3261,2,2,0,False
Player 1,1194,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 2,872,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,1522,0,4,0,False
Player 1,100001,2,2,0,True
Player 1,52,4,0,0,False
Player 1,442,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,1289,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,2973,1,3,0,False
Player 1,685,3,1,0,False
Player 1,607,1,3,0,False
Player 2,831,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,1605,1,3,0,False
Player 1,3329,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,373,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,1266,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,1104,1,3,0,False
Player 2,293,2,2,0,False
Player 1,870,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,4,0,0,True
Player 1,940,1,3,0,False
Player 2,586,3,1,0,False
Player 1,718,2,2,0,False
Player 2,1948,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,561,2,2,0,False
Player 2,1062,2,2,0,False
Player 2,2242,1,3,0,False
Player 1,502,3,1,0,False
Player 1,3512,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,454,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,1099,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,3626,3,1,0,False
Player 1,1882,3,1,0,False
Player 2,1060,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,2718,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,4,0,0,True
Player 2,2164,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,794,2,2,0,False
Player 2,324,2,2,0,False
Player 2,1249,2,2,0,False
Player 1,100001,4,0,0,True
Player 1,1838,3,1,0,False
Player 1,1319,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,4,0,0,True
Player 2,2640,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 2,1486,1,3,0,False
Player 2,56,1,3,0,False
Player 1,2447,1,3,0,False
Player 2,1628,3,1,0,False
Player 1,2993,0,4,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,948,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,993,1,3,0,False
Player 1,100001,1,3,0,True
Player 2,1832,4,0,0,False
Player 2,2140,1,3,0,False
Player 2,2062,3,1,0,False
Player 2,616,1,3,0,False
Player 1,2505,2,2,0,False
Player 2,2808,1,3,0,False
Player 1,2689,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,1319,3,1,0,False
Player 1,3643,3,1,0,False
Player 1,100001,4,0,0,True
Player 2,238,1,3,0,False
Player 2,484,0,4,0,False
Player 1,100001,1,3,0,True
Player 1,2258,3,1,0,False
Player 1,1604,2,2,0,False
Player 2,648,2,2,0,False
Player 1,594,3,1,0,False
Player 2,3844,3,1,0,False
Player 1,100001,0,4,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,398,3,1,0,False
Player 1,779,3,1,0,False
Player 2,510,1,3,0,False
Player 1,100001,1,3,0,True
Player 2,466,3,1,0,False
Player 1,449,3,1,0,False
Player 1,1864,1,3,0,False
Player 1,722,3,1,0,False
Player 1,1872,2,2,0,False
Player 2,3956,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,5328,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,235,2,2,0,False
Player 1,1734,2,2,0,False
Player 2,1089,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,3640,4,0,0,False
Player 2,1099,2,2,0,False
Player 1,69,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,1464,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,563,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,4,0,0,True
Player 2,560,3,1,0,False
Player 2,428,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,4,0,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,381,2,2,0,False
Player 2,508,1,3,0,False
Player 1,2016,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,652,3,1,0,False
Player 2,1556,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,3422,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,1163,2,2,0,False
Player 2,556,0,4,0,False
Player 1,100001,2,2,0,True
Player 1,921,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,1309,2,2,0,False
Player 1,1730,3,1,0,False
Player 2,257,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,7456,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,2376,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,445,1,3,0,False
Player 1,1178,4,0,0,False
Player 2,1540,3,1,0,False
Player 1,2559,4,0,0,False
Player 1,881,2,2,0,False
Player 1,384,1,3,0,False
Player 2,1986,2,2,0,False
Player 1,621,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,548,1,3,0,False
Player 2,2578,1,3,0,False
Player 1,100001,3,1,0,True
Player 2,1088,3,1,0,False
Player 1,354,4,0,0,False
Player 2,1868,3,1,0,False
Player 2,4125,1,3,0,False
Player 2,204,1,3,0,False
Player 1,241,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,344,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,1746,2,2,0,False
Player 1,1034,2,2,0,False
Player 2,869,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,4386,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,2499,3,1,0,False
Player 1,1168,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,2456,2,2,0,False
Player 1,8064,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,3382,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,4,0,0,True
Player 1,100001,1,3,0,True
Player 1,660,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,4120,3,1,0,False
Player 2,5944,2,2,0,False
Player 2,714,3,1,0,False
Player 1,634,3,1,0,False
Player 2,939,1,3,0,False
Player 1,100001,1,3,0,True
Player 2,2068,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 2,1356,0,4,0,False
Player 1,1163,3,1,0,False
Player 1,1279,3,1,0,False
Player 2,2744,4,0,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,928,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,2999,3,1,0,False
Player 2,506,1,3,0,False
Player 1,3408,1,3,0,False
Player 2,2178,2,2,0,False
Player 2,302,2,2,0,False
Player 1,609,0,4,0,False
Player 1,100001,1,3,0,True
Player 1,1808,1,3,0,False
Player 1,100001,4,0,0,True
Player 2,1865,2,2,0,False
Player 1,100001,4,0,0,True
Player 1,100001,2,2,0,True
Player 2,1567,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,2127,2,2,0,False
Player 1,2712,3,1,0,False
Player 2,965,4,0,0,False
Player 1,100001,4,0,0,True
Player 1,100001,2,2,0,True
Player 1,945,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,811,3,1,0,False
Player 1,100001,1,3,0,True
Player 2,1770,2,2,0,False
Player 1,388,3,1,0,False
Player 2,932,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,532,2,2,0,False
Player 1,1689,1,3,0,False
Player 2,1385,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,316,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,1024,2,2,0,False
Player 2,4514,0,4,0,False
Player 1,100001,3,1,0,True
Player 1,2664,3,1,0,False
Player 2,792,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,973,3,1,0,False
Player 1,5467,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,1291,2,2,0,False
Player 1,2875,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,121,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,6078,2,2,0,False
Player 2,1411,2,2,0,False
Player 1,4580,2,2,0,False
Player 1,884,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 2,146,1,3,0,False
